Work_Hours,Break_Time,Tasks_Completed,Productivity
7.244786518825701,0.884405920941472,1.4825210271537714,84.1222529896607
5.674004853400801,1.0340552035753745,2.63348297466845,71.69663537628236
8.102844462209042,1.198639202356314,1.0,79.95880904080485
6.406544429410843,1.4758050448436055,4.461186331110884,91.07863271819802
8.710388645952772,0.6286553503519453,6.435084511591924,100.0
6.620863648649295,1.63991001239688,8.004714104192056,100.0
10.324901607526309,0.4143736601432495,5.14818956083955,100.0
6.825120061495644,0.954464471489325,8.257231091142584,100.0
7.516907725691486,1.176495161945373,2.2397970835702172,80.71595918485556
9.220275826054504,1.0842975603205098,1.5932351212896907,100.0
6.1537035253490675,0.8131901440538218,4.888904602206763,87.41299761912457
8.341189901906194,0.9375633248928175,5.768130897878614,100.0
9.960714131423643,0.8520997196023501,4.934610503811814,100.0
5.588775148158159,0.8231905729167366,1.0,61.16669774572986
8.276950787798457,1.2548806291063075,4.821759920974423,100.0
8.389824191372636,1.1071046457895142,2.3910609989902936,100.0
9.172734307665966,0.7921271214218037,6.339345097660077,100.0
6.144573933682877,1.2698799626299753,5.733196492193697,93.87934029256792
6.019315080373586,1.0921898562629828,3.1202404273452897,71.68006593492645
8.782912348425347,1.243858635651688,3.972266165326613,100.0
8.445477009849778,1.1888886525770836,2.881572956222097,100.0
